id,title,price,author,date_data,detail,producer
0, Java项目开发全程实录（第5版）,¥43.10,明日科技, /2024-09-01,软件项目开发全程实录 丛书是清华社计算机专业零售图书畅销品牌之一。 （1）丛书定位项目开发实战，面向实际开发应用，精选当前流行的热门项目进行讲解，紧扣程序员求职就业的需求。 （2）2008 2024年，丛书累计改版5次，深受广大程序员喜爱，在全国软件项目开发零售图书排行榜中名列前茅。 （3）细致全面、高效实用、通俗易懂、资源丰富，被数百所高校选为专业课教材。 《Java项目开发全程实录（第5版）》图书特点如下。 1. 项目典型。精选11个当今流行的项目，涵盖基础应用、进阶应用、数据库应用、Web开发等Java主流应用方向。 2. 技术新颖。以JDK21为基础进行项目开发，所用的高级框架、数据库、第三方模块等也均采用当前业内推荐的最新稳定版本。 3. 知识全面。本书各项目总体覆盖Java编程90%以上的核心技术及热门框架，是巩固Java编辑基础、提升应,清华大学出版社
0, 用Go语言自制解释器,¥77.80,索斯藤·鲍尔, /2022-06-01,空,人民邮电出版社
0, Go语言开发实战（慕课版）,¥46.50,千锋教育高教产品研发部, /2019-12-01,1.本书涵盖Go 语言*精华、*重要的核心特性包括类型系统、接口、并发。 2.本书介绍了其他书没有的密码学内容。 3.本书通过当下 *流行 的项目案例带领读者从0-1实现技术开发。,人民邮电出版社
0, 100个Go语言典型错误,¥68.80,,2024-01-01,空,电子工业
0, 深入Go语言：原理、关键技术与实战,¥66.30,历冰;朱荣鑫;黄迪璇, /2023-04-01,深入了解Go语言的实现内幕、高级特性以及实践中的使用陷阱，真实体验Go语言的简洁和高效。,中国铁道出版社
0, Java精彩编程200例（全彩版）,¥39.90,明日科技(Mingri Soft), /2017-08-01,全彩图书，精选200个场景应用实例，快学快用，5大开发方向，轻松提升Java编程技能，附赠Java入门基础视频，400 代码片段，更有任务训练库、资源库,吉林大学出版社
0, Go语言学习指南：惯例模式与编程实践,¥119.00,,2024-05-01,空,机械工业出版社
0, 官网 企业级Go项目开发实战 孔令飞 零基础快速掌握企业级Go项目全流程开发教程书籍,¥129.00,,2024-05-01,空,机械工业出版社
0," Java高并发核心编程：加强版. 卷3, 亿级用户Web应用架构与实战",¥56.60,尼恩、德鲁、李鹏举、尤里乌斯, /2022-11-01,基于亿级用户的高并发、高可用性和高性能Web应用进行体系化、结构化、清晰化的章节安排。 从Java静态代理、动态代理模式入手，解读Spring Cloud全家桶中RPC的核心原理和执行过程。 从观察者模式入手，解读RxJava、Hystrix的核心思想和使用方法。 从高性能传输模式Reactor模型入手，解读Nginx的核心思想以及各配置项的底层知识和原理。 本书的初衷是为读者奉上一本Spring Cloud和Nginx的 原理级 思想级 的优秀图书，帮助读者顺利 进入互联网大厂，成为高级Java工程师和核心架构师。,清华大学出版社
0, Java从入门到精通+C++从入门到精通+零基础Python编程从入门到精通全3册 javaC语言程序设计从入门到精通网,¥59.60,高明亮，王博 等 著, /2023-02-01,空,中国商业出版社
0, Java并发编程实战（第16届Jolt大奖提名图书，Java并发编程佳作）,¥47.20,[美] Brian Goetz 等, /2012-02-01,第16届Jolt大奖提名图书 JavaOne大会畅销图书 了解Java并发编程***佳作 十年畅销100000册，Java并发编程经典图书。本书不仅讲解了并发的理论基础，还介绍了各种实际的开发技术。书中并不是简单罗列出各种并发API及机制，而是详细介绍了许多设计原则、设计模式及思维模式，可帮助开发人员构建出正确的、高性能的并发程序。,机械工业出版社
0, Java移动端企业大型项目实战SpringBoot+Android,¥34.90,千锋教育高教产品研发部, /2024-08-01,以一个企业移动端App项目贯穿全书，以项目驱动式的模式，融合SpringBoot与Android技术，还原企业的真实需求，模拟企业开发流程,清华大学出版社
0, Java Web及其框架技术,¥39.00,陈振兴, /2024-01-01,空,电子工业出版社
0, Java官方编程手册（第12版·Java 17）,¥157.40,[美] 赫伯特·希尔特(Herbert Schildt) 著 石磊 卫琳 译, /2023-06-01,《Java官方编程手册》从1996年首次出版以来，已经经历了数次改版，每次改版都反映 了Java不断演化的进程。本书是第12版，针对JavaSE 17(JDK 17)进行了更新。因此，本书的 这个版本包含大量的新材料、更新和更改。特别令人感兴趣的是自本书上一版以来添加到Java 中的以下关键特性: ●switch的增强记录 ●instanceof的模式匹配 ●密封类和密封接口 ●文本块 这些新的特性结合起来，大大扩展了Java语言的适用范围、领域和表达力。switch 的增强 使这个基础控制语句变得更强大、更灵活。记录是聚合数据的高效方法。在instanceof 中添加 模式匹配，是完成常见编程任务的一-种更简单、适应力更强的方法。密封类和密封接口允许对 继承实现更加精细的控制。文本块允许输入多行字符串字面量，大大简化了在源代码中输入这 类字符串的工作。这些新的特性从根本上拓展了设计和实,清华大学出版社
